	locale	id_specialization	name	description	description_after	medical_dictionary	tokens
2801	en-US	616	Hypertrophic Cardiomyopathy 			"<div>&nbsp;</div>

<div>Hypertrophic cardiomyopathy is a disease caused by the inability of relaxation of the heart, altering pumping blood into the bloodstream. The cause of this disease is hypertrophy (enlargement) of the walls of the ventricles. In general, patients show dyspnea (breathlessness) in response to heart failure but in many cases may be asymptomatic, and is considered one of the most common causes of sudden death in young people. Among other complications of hypertrophic cardiomyopathy include arrhythmias, angina pectoris or myocardial infarction. Your treatment is based on the use of drugs that enhance arrhythmias and heart contractility although the use of the ICD (defibrillator autoimplantable) in cases where the risk of sudden death is important may also be necessary. In addition, cardiomyopathy is an inherited disease, so it is highly advisable to visit a cardiologist when there is a family history of this disease.</div>
"	['hypertroph', 'cardiomyopathi', 'diseas', 'caus', 'inabl', 'relax', 'heart', 'alter', 'pump', 'blood', 'bloodstream', 'caus', 'thi', 'diseas', 'hypertrophi', 'enlarg', 'wall', 'ventricl', 'In', 'gener', 'patient', 'show', 'dyspnea', 'breathless', 'respons', 'heart', 'failur', 'mani', 'case', 'may', 'asymptomat', 'consid', 'one', 'common', 'caus', 'sudden', 'death', 'young', 'peopl', 'among', 'complic', 'hypertroph', 'cardiomyopathi', 'includ', 'arrhythmia', 'angina', 'pectori', 'myocardi', 'infarct', 'treatment', 'base', 'use', 'drug', 'enhanc', 'arrhythmia', 'heart', 'contractil', 'although', 'use', 'icd', 'defibril', 'autoimplant', 'case', 'risk', 'sudden', 'death', 'import', 'may', 'also', 'necessari', 'In', 'addit', 'cardiomyopathi', 'inherit', 'diseas', 'highli', 'advis', 'visit', 'cardiologist', 'famili', 'histori', 'thi', 'diseas']
2805	en-US	617	Aortic root surgery			"<p>&nbsp;</p>

<p>The surgery of the aortic root is the operation performed to correct aneurysms produced in that area of ​​the aorta, which also affect the aortic valve (aortic insufficiency). This surgery includes both removal of the portion of the aorta as the change dilated aortic valve affected by a prosthesis (which may be of different materials), which allow the perfect circulation of the blood by this major blood vessel. The aorta leaves the heart and is distributing blood throughout the body, therefore any type of aortic disease needs to be corrected and treated at the most opportune time for each patient, assessing the difficulties and risks.</p>
"	['surgeri', 'aortic', 'root', 'oper', 'perform', 'correct', 'aneurysm', 'produc', 'area', 'aorta', 'also', 'affect', 'aortic', 'valv', 'aortic', 'insuffici', 'thi', 'surgeri', 'includ', 'remov', 'portion', 'aorta', 'chang', 'dilat', 'aortic', 'valv', 'affect', 'prosthesi', 'may', 'differ', 'materi', 'allow', 'perfect', 'circul', 'blood', 'thi', 'major', 'blood', 'vessel', 'aorta', 'leav', 'heart', 'distribut', 'blood', 'throughout', 'bodi', 'therefor', 'ani', 'type', 'aortic', 'diseas', 'need', 'correct', 'treat', 'opportun', 'time', 'patient', 'assess', 'difficulti', 'risk']
2810	en-US	618	Atrial Fibrillation 			"<p>The atrial fibrillation surgery aims to restore sinus rhythm (normal heart rhythm) in patients presenting some cardiac pathology. The technique used to carry out this operation is highly complex and is based on the performance of various lines of scars at the level of the atria, to create a unique path for transmission of the electrical impulse from the sinus node to the atrioventricular node. The ultimate goal is to prevent those improper electrical stimuli that cause atrial fibrillation are transmitted. Currently, among the techniques used in this type of surgery the use of ultrasound, radiofrequency and cryotherapy is contemplated; action creates pathways for the transmission of electrical impulses, just as scars induced in traditional surgery.</p>
"	['atrial', 'fibril', 'surgeri', 'aim', 'restor', 'sinu', 'rhythm', 'normal', 'heart', 'rhythm', 'patient', 'present', 'cardiac', 'patholog', 'techniqu', 'use', 'carri', 'thi', 'oper', 'highli', 'complex', 'base', 'perform', 'variou', 'line', 'scar', 'level', 'atria', 'creat', 'uniqu', 'path', 'transmiss', 'electr', 'impuls', 'sinu', 'node', 'atrioventricular', 'node', 'ultim', 'goal', 'prevent', 'improp', 'electr', 'stimuli', 'caus', 'atrial', 'fibril', 'transmit', 'current', 'among', 'techniqu', 'use', 'thi', 'type', 'surgeri', 'use', 'ultrasound', 'radiofrequ', 'cryotherapi', 'contempl', 'action', 'creat', 'pathway', 'transmiss', 'electr', 'impuls', 'scar', 'induc', 'tradit', 'surgeri']
2814	en-US	619	Minimally Invasive Cardiac Surgery 			"<p>&nbsp;</p>

<p>Minimally invasive cardiac surgery is to reach the heart from small incisions are made intercostal level. The advantages of this type of surgery are, among others: the posterior scar is smaller, there is less risk of infection and less blood loss during surgery, and the hospital stay is shorter and recovery time. There are several surgical procedures that can use this minimally invasive heart, including the repair or replacement of heart valves; inserting pacemakers connections; the minimally invasive direct coronary artery bypass (MIDCAB), which is to perform a coronary bypass through a small incision below the ribs ...</p>
"	['minim', 'invas', 'cardiac', 'surgeri', 'reach', 'heart', 'small', 'incis', 'made', 'intercost', 'level', 'advantag', 'thi', 'type', 'surgeri', 'among', 'posterior', 'scar', 'smaller', 'less', 'risk', 'infect', 'less', 'blood', 'loss', 'dure', 'surgeri', 'hospit', 'stay', 'shorter', 'recoveri', 'time', 'sever', 'surgic', 'procedur', 'use', 'thi', 'minim', 'invas', 'heart', 'includ', 'repair', 'replac', 'heart', 'valv', 'insert', 'pacemak', 'connect', 'minim', 'invas', 'direct', 'coronari', 'arteri', 'bypass', 'midcab', 'perform', 'coronari', 'bypass', 'small', 'incis', 'rib']
2817	en-US	620	Coronary Surgery 			"<p>&nbsp;</p>

<p>Coronary artery bypass surgery or coronary artery bypass graft surgery is the treatment of coronary artery blockages aimed at creating a step to allow the arrival of oxygen and blood to the heart. To restore circulation connects a blood vessel or from the graft and aorta joins area around the blocked coronary artery. In many cases, surgeons may choose to create such graft arteries or veins from elsewhere in the body, usually the leg or arm. Furthermore, in coronary surgery can be used or not extracorporeal circulation. In the first case, cardiac arrest is caused while a machine does the work of the heart to maintain circulation and oxygenation of the patient. But you can also perform the same operation without cardiopulmonary bypass when there is the potential for the patient.</p>
"	['coronari', 'arteri', 'bypass', 'surgeri', 'coronari', 'arteri', 'bypass', 'graft', 'surgeri', 'treatment', 'coronari', 'arteri', 'blockag', 'aim', 'creat', 'step', 'allow', 'arriv', 'oxygen', 'blood', 'heart', 'To', 'restor', 'circul', 'connect', 'blood', 'vessel', 'graft', 'aorta', 'join', 'area', 'around', 'block', 'coronari', 'arteri', 'In', 'mani', 'case', 'surgeon', 'may', 'choos', 'creat', 'graft', 'arteri', 'vein', 'elsewher', 'bodi', 'usual', 'leg', 'arm', 'furthermor', 'coronari', 'surgeri', 'use', 'extracorpor', 'circul', 'In', 'first', 'case', 'cardiac', 'arrest', 'caus', 'machin', 'doe', 'work', 'heart', 'maintain', 'circul', 'oxygen', 'patient', 'also', 'perform', 'oper', 'without', 'cardiopulmonari', 'bypass', 'potenti', 'patient']
2821	en-US	621	Heart Valve Surgery 			"<p>Restorative cardiac valve replacement surgery is a surgical technique that replaces a valve of the heart on the other, which can be artificial. It is used to treat congenital or valvular heart diseases are infectious in which the valve can present problems not open well (stenosis ) or not close properly (valvular insufficiency). The heart consists of two ventricles two atria and four valves whose mission is to control the direction of blood flow, in addition to allow oxygenated blood from the lungs to the heart gets going from the atria to the ventricles, and there the bloodstream. Valvular surgery is performed under general anesthesia and requires the use of a machine for extracorporeal circulation. During the first attempt to repair the valve but occasionally cases must be replaced with one that can be biological or artificial. The former tends to give less rejection problems but their average duration is less than the artificial.</p>
"	['restor', 'cardiac', 'valv', 'replac', 'surgeri', 'surgic', 'techniqu', 'replac', 'valv', 'heart', 'artifici', 'It', 'use', 'treat', 'congenit', 'valvular', 'heart', 'diseas', 'infecti', 'valv', 'present', 'problem', 'open', 'well', 'stenosi', 'close', 'properli', 'valvular', 'insuffici', 'heart', 'consist', 'two', 'ventricl', 'two', 'atria', 'four', 'valv', 'whose', 'mission', 'control', 'direct', 'blood', 'flow', 'addit', 'allow', 'oxygen', 'blood', 'lung', 'heart', 'get', 'go', 'atria', 'ventricl', 'bloodstream', 'valvular', 'surgeri', 'perform', 'gener', 'anesthesia', 'requir', 'use', 'machin', 'extracorpor', 'circul', 'dure', 'first', 'attempt', 'repair', 'valv', 'occasion', 'case', 'must', 'replac', 'one', 'biolog', 'artifici', 'former', 'tend', 'give', 'less', 'reject', 'problem', 'averag', 'durat', 'less', 'artifici']
2826	en-US	622	Congenital Heart Disease 			"<p>&nbsp;</p>

<p>Congenital heart defects are abnormalities of the heart or great vessels that occur in utero. The best known and most common are: atrial communication, interventricular communication, and Ebstein anomaly Tetralogy of Fallot. Medical advances have allowed the treatment of these diseases and that more and more people with such anomalies comes with a good quality of life to adulthood. However, these heart disease require special attention and regular monitoring because they can be associated with other health problems. Currently, for the diagnosis and control of such diseases, there is a variety of techniques, such as echocardiography, cardiac catheterization or CT multidetector, an additional test suitable for the discovered congenital heart disease in adults or surgically corrected the childhood.</p>
"	['congenit', 'heart', 'defect', 'abnorm', 'heart', 'great', 'vessel', 'occur', 'utero', 'best', 'known', 'common', 'atrial', 'commun', 'interventricular', 'commun', 'ebstein', 'anomali', 'tetralog', 'fallot', 'medic', 'advanc', 'allow', 'treatment', 'diseas', 'peopl', 'anomali', 'come', 'good', 'qualiti', 'life', 'adulthood', 'howev', 'heart', 'diseas', 'requir', 'special', 'attent', 'regular', 'monitor', 'becaus', 'associ', 'health', 'problem', 'current', 'diagnosi', 'control', 'diseas', 'varieti', 'techniqu', 'echocardiographi', 'cardiac', 'catheter', 'CT', 'multidetector', 'addit', 'test', 'suitabl', 'discov', 'congenit', 'heart', 'diseas', 'adult', 'surgic', 'correct', 'childhood']
2829	en-US	630	Neck pain 			"<p>&nbsp;</p>

<p>Neck pain is that which occurs at the top of the column, in the cervical spine. It is a pain produced generally by trauma, disease, progressive deterioration, poor posture or emotional stress. Specifically, the neck pain can be caused by any irregularity or tension in this area of ​​the spine, in the muscles, ligaments, nerves or disks, as in the vertebrae and their joints. The symptoms of neck pain can be of varying degrees, from mild discomfort to a sharp, sudden and severe pain. You can also become a chronic neck pain when it lasts more than three months and usually more common in women than in men. Besides, in patients suffering from neck pain and persistent headache it is recommended consultation with a doctor and physiotherapy.</p>
"	['neck', 'pain', 'occur', 'top', 'column', 'cervic', 'spine', 'It', 'pain', 'produc', 'gener', 'trauma', 'diseas', 'progress', 'deterior', 'poor', 'postur', 'emot', 'stress', 'specif', 'neck', 'pain', 'caus', 'ani', 'irregular', 'tension', 'thi', 'area', 'spine', 'muscl', 'ligament', 'nerv', 'disk', 'vertebra', 'joint', 'symptom', 'neck', 'pain', 'vari', 'degre', 'mild', 'discomfort', 'sharp', 'sudden', 'sever', 'pain', 'also', 'becom', 'chronic', 'neck', 'pain', 'last', 'three', 'month', 'usual', 'common', 'women', 'men', 'besid', 'patient', 'suffer', 'neck', 'pain', 'persist', 'headach', 'recommend', 'consult', 'doctor', 'physiotherapi']
2832	en-US	623	Pacemaker surgery			"<p>&nbsp;</p>

<p>A pacemaker is a small electronic device that is inserted subcutaneously within the body whose function is to maintain the proper heart rate when a problem is detected in the electrical system of the heart. It comprises a generator to send electrical signals when necessary, so corrects the electrical signal sending heart when required. Several types of pacemaker function arrhythmias by a patient, and placing a simple and involves little risk of surgical technique. It involves making an incision in the skin below the collarbone to create a small space as a pocket, which the cable is inserted pacemaker and leads up into a vein in the upper chest. Since that area is guided to the heart chambers and the pacemaker generator is connected to the cable. Finally, in order to regulate the heart rate most suitable for each patient, the pacemaker controls are programmed.</p>
"	['A', 'pacemak', 'small', 'electron', 'devic', 'insert', 'subcutan', 'within', 'bodi', 'whose', 'function', 'maintain', 'proper', 'heart', 'rate', 'problem', 'detect', 'electr', 'system', 'heart', 'It', 'compris', 'gener', 'send', 'electr', 'signal', 'necessari', 'correct', 'electr', 'signal', 'send', 'heart', 'requir', 'sever', 'type', 'pacemak', 'function', 'arrhythmia', 'patient', 'place', 'simpl', 'involv', 'littl', 'risk', 'surgic', 'techniqu', 'It', 'involv', 'make', 'incis', 'skin', 'collarbon', 'creat', 'small', 'space', 'pocket', 'cabl', 'insert', 'pacemak', 'lead', 'vein', 'upper', 'chest', 'sinc', 'area', 'guid', 'heart', 'chamber', 'pacemak', 'gener', 'connect', 'cabl', 'final', 'order', 'regul', 'heart', 'rate', 'suitabl', 'patient', 'pacemak', 'control', 'program']
2836	en-US	624	Heart Transplantation 			"<p>&nbsp;</p>

<p>Heart transplantation is a surgical procedure that involves replacing the diseased organ of the patient by a healthy heart from a donor. Patients for which usually requires a heart transplant usually those in which yours is so weakened or injured that they can only be as therapeutic solution transplantation. In many cases, these patients having pathologies are heart failure or severe CAD. Anyway, we must take into account many factors when performing a heart transplant because it is a highly complex technique that involves many risks and are intended for people with poor health status.</p>
"	['heart', 'transplant', 'surgic', 'procedur', 'involv', 'replac', 'diseas', 'organ', 'patient', 'healthi', 'heart', 'donor', 'patient', 'usual', 'requir', 'heart', 'transplant', 'usual', 'weaken', 'injur', 'onli', 'therapeut', 'solut', 'transplant', 'In', 'mani', 'case', 'patient', 'patholog', 'heart', 'failur', 'sever', 'cad', 'anyway', 'must', 'take', 'account', 'mani', 'factor', 'perform', 'heart', 'transplant', 'becaus', 'highli', 'complex', 'techniqu', 'involv', 'mani', 'risk', 'intend', 'peopl', 'poor', 'health', 'statu']
